year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,area
2016,NUS,Faculty Of Arts & Social Sciences,Bachelor Of Social Sciences,89.5,73.3,3341,3300,3423,3300,3000,3650,Arts & Social Sciences
2016,NUS,Faculty Of Dentistry,Bachelor Of Dental Surgery,100,100,4173,4050,4221,4050,4050,4450,Dentistry
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Biomedical Engineering),91.9,80.6,3314,3100,3366,3200,3000,3500,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Chemical Engineering),85.3,80.3,3414,3250,3562,3450,3150,4000,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Civil Engineering),95.3,91.9,3402,3300,3509,3420,3200,3800,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Computer Engineering),89.1,85.9,3884,3700,3942,3900,3467,4500,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Electrical Engineering),91.9,87.6,3669,3400,3765,3500,3200,4200,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Engineering Science),85.2,74.1,3549,3400,3707,3740,3350,4026,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Environmental Engineering),79.3,65.5,3432,3300,3470,3350,3000,3832,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Industrial And Systems Engineering),80.3,78.9,3788,3450,3879,3500,3300,4250,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Materials Science And Engineering),90.2,78.4,3381,3300,3501,3540,3200,3900,Engineering
2016,NUS,Faculty Of Engineering,Bachelor Of Engineering (Mechanical Engineering),86.6,81,3470,3300,3560,3400,3150,3800,Engineering
2016,NUS,Faculty Of Law,Bachelor Of Laws (L.l.b) (Hons) ##,97.7,95.9,4844,4775,4898,4900,4200,5600,Law
2016,NUS,Faculty Of Science,Bachelor Of Applied Science (Hons),81,61.9,2905,2800,3058,3130,2800,3350,Sciences
2016,NUS,Faculty Of Science,Bachelor Of Science,84.3,59.4,2895,3000,2995,3000,2600,3225,Sciences
2016,NUS,Faculty Of Science,Bachelor Of Science (Hons),84.9,71.7,3331,3300,3386,3300,3000,3650,Sciences
2016,NUS,Faculty Of Science,Bachelor Of Science (Pharmacy)(Hons) ##,99.1,97.2,3500,3500,3597,3600,3300,3950,Sciences
2016,NUS,Nus Business School,Bachelor Of Business Administration,93.6,80.7,3232,3000,3282,3000,2837,3500,Business
2016,NUS,Nus Business School,Bachelor Of Business Administration (Hons),96.4,92.8,4126,3600,4207,3620,3258,4500,Business
2016,NUS,Nus Business School,Bachelor Of Business Administration (Accountancy),88.6,86.4,2977,2900,3020,2963,2800,3100,Business
2016,NUS,Nus Business School,Bachelor Of Business Administration (Accountancy) (Hons),99,99,3435,3000,3465,3075,2900,3800,Business
2016,NUS,School Of Computing,Bachelor Of Computing (Computer Science),96.3,93.3,4320,4000,4385,4000,3500,5000,Computing
2016,NUS,School Of Computing,Bachelor Of Computing (Information Systems),94,94,3875,3800,3969,4000,3365,4500,Computing
2016,NUS,School Of Design And Environment,Bachelor Of Arts (Architecture) ##,93.2,89.8,3926,4000,3960,4000,3500,4250,Design & Environment
2016,NUS,School Of Design And Environment,Bachelor Of Arts (Industrial Design),90.6,65.6,3282,3000,3320,3000,2900,4000,Design & Environment
2016,NUS,School Of Design And Environment,Bachelor Of Science (Project And Facilities Management),87.8,84.7,3035,3000,3113,3000,2850,3276,Design & Environment
2016,NUS,School Of Design And Environment,Bachelor Of Science (Real Estate),94.6,92.4,3247,3000,3368,3200,2950,3735,Design & Environment
2016,NUS,Yong Loo Lin School (Medicine),Bachelor Of Medicine And Bachelor Of Surgery ##,99.4,99.4,4460,4500,4887,5000,4500,5200,Medicine
2016,NUS,Yong Loo Lin School (Medicine),Bachelor Of Science (Nursing),93.2,90.9,3166,3200,3363,3400,3200,3425,Medicine
2016,NUS,Yong Loo Lin School (Medicine),Bachelor Of Science (Nursing) (Hons),95.1,95.1,3308,3300,3529,3500,3400,3600,Medicine
2016,NUS,Yong Siew Toh Conservatory Of Music,Bachelor Of Music,85.7,14.3,3250,3250,3250,3250,2999,3500,Music
2016,NUS,Multidisciplinary Programme,Bachelor Of Environmental Studies,83.8,67.6,3347,3250,3399,3300,3000,3500,Multi-Disciplinary Program
2016,SMU,School Of Accountancy (4-Year Programme) *,Accountancy,98.5,96,3390,3000,3455,3000,2900,3600,Business
2016,SMU,School Of Accountancy (4-Year Programme) *,Accountancy Cum Laude And Above,100,100,3827,3500,3943,3600,3000,4583,Business
2016,SMU,School Of Business (4-Year Programme) *,Business Management,92.4,84.6,3727,3400,3831,3500,3000,4000,Business
2016,SMU,School Of Business (4-Year Programme) *,Business Management Cum Laude And Above,96.1,92.1,4140,3550,4234,3660,3250,4583,Business
2016,SMU,School Of Economics (4-Year Programme) *,Economics,93.4,84,3801,3500,3906,3700,3200,4300,Arts & Social Sciences
2016,SMU,School Of Economics (4-Year Programme) *,Economics Cum Laude And Above,97,92.5,4315,4000,4425,4107,3800,4750,Arts & Social Sciences
2016,SMU,School Of Information Systems (4-Year Programme) *,Information Systems Management,95.7,91.5,3837,3500,3897,3600,3200,4167,Computing
2016,SMU,School Of Information Systems (4-Year Programme) *,Information Systems Management Cum Laude And Above,97.5,95,4504,4167,4603,4167,3800,4750,Computing
2016,SMU,School Of Social Sciences (4-Year Programme) *,Social Sciences,91.5,80.4,3199,3100,3311,3145,3000,3500,Arts & Social Sciences
2016,SMU,School Of Social Sciences (4-Year Programme) *,Social Sciences Cum Laude And Above,94.9,87.2,3405,3300,3548,3400,3000,3668,Arts & Social Sciences
2016,SMU,School Of Law (4-Year Programme) *,Law ++,95.8,93.7,4810,4600,4915,4850,4200,5800,Law
2016,SMU,School Of Law (4-Year Programme) *,Law Cum Laude And Above,96.7,96.7,4950,4950,5095,5300,4500,5800,Law
2016,SUTD,NA,Bachelor Of Engineering (Engineering Product Development),87,79.7,3620,3500,3690,3600,3300,3750,Engineering
2016,SUTD,NA,Bachelor Of Engineering (Information Systems Technology And Design),91.9,91.9,4197,4000,4232,4000,3500,4950,Engineering
2016,SUTD,NA,Bachelor Of Engineering (Engineering Systems And Design),100,93.5,3695,3600,3830,3650,3550,4200,Engineering
2017,NTU,College Of Business (Nanyang Business School),Bachelor Of Accountancy (Hons),97.1,94.5,3121,3000,3166,3000,2900,3100,Business
2017,NTU,College Of Business (Nanyang Business School),Double Degree In Bachelor Of Accountancy (Hons) And Bachelor Of Business (Hons),97.2,94.3,3830,3500,3892,3600,3013,4317,Business
2017,NTU,College Of Business (Nanyang Business School),Bachelor Of Business (Hons),93,80.8,3530,3300,3643,3300,3000,3800,Business
2017,NTU,College Of Business (Nanyang Business School),Double Degree In Bachelor Of Business (Hons) And Bachelor Of Engineering (Hons) (Computer Science),100,95,5036,4750,5225,5000,4000,5362,Business
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Aerospace Engineering),80,75,3645,3492,3702,3500,3250,4210,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Bioengineering),78.3,65.2,3326,3200,3486,3419,3000,3825,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering  (Hons) (Chemical And Biomolecular Engineering),82.3,75.3,3326,3200,3577,3500,3200,4000,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Civil Engineering),98.5,96.9,3373,3300,3442,3400,3190,3675,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Computer Engineering),95.1,87.8,3667,3600,3743,3600,3450,3925,Computing
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Computer Science),92.4,86.7,4078,3750,4160,3850,3500,4500,Computing
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Electrical & Electronic Engineering),89.3,85,3532,3500,3657,3600,3200,4000,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Environmental Engineering),71.8,64.1,3538,3475,3588,3635,3200,3950,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Information Engineering & Media),86.9,78.7,3685,3677,3790,3700,3350,4200,Engineering
2017,NTU,College Of Engineering,Bachelor Of Science (Hons) (Maritime Studies),92.2,92.2,3279,3200,3333,3320,3000,3500,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Materials Engineering),84.9,75.6,3288,3200,3434,3375,3200,3700,Engineering
2017,NTU,College Of Engineering,Bachelor Of Engineering (Hons) (Mechanical Engineering),82.7,74.9,3422,3300,3579,3450,3100,4000,Engineering
2017,NTU,College Of Engineering,Bachelor Of Fine Arts (Hons),88.5,54,2862,2800,2909,2800,2500,3200,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In Chinese,84.6,67.7,3119,3300,3147,3300,2750,3500,Engineering
2017,NTU,College Of Engineering,Bachelor Of Communication Studies (Hons),92.6,62.2,3134,3000,3184,3000,2775,3500,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In Economics,84.7,75.5,3286,3200,3379,3240,3000,3720,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In English,77.8,50.8,3042,3000,3149,3000,2800,3300,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In History,86,68.4,3206,3100,3265,3200,3000,3600,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In Linguistics And Multilingual Studies,80,60,3042,3000,3117,3100,2600,3500,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In Psychology,78.9,59.2,3107,3107,3151,3200,2890,3500,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In Public Policy And Global Affairs,74.1,66.7,3353,3300,3479,3395,3160,3750,Engineering
2017,NTU,College Of Engineering,Bachelor Of Arts (Hons) In Sociology,77.6,62.1,3263,3200,3309,3228,2970,3500,Engineering
2017,NTU,College Of Sciences,Double Degree In Bachelor Of Science (Hons) In Biomedical Sciences And Bachelor Of Medicine (Chinese Medicine) ^,92,80,2722,2928,2792,2950,2500,3035,Sciences
2017,NTU,College Of Sciences,Bachelor Of Science (Hons) In Biological Sciences,80.4,62.6,3177,3100,3255,3200,3000,3500,Sciences
2017,NTU,College Of Sciences,Bachelor Of Science (Hons) In Chemistry & Biological Chemistry,70.1,51.1,3035,3000,3173,3100,2800,3488,Sciences
2017,NTU,College Of Sciences,Bachelor Of Science (Hons) In Mathematical Sciences,89.7,79.5,3517,3400,3580,3500,3100,3800,Sciences
2017,NTU,College Of Sciences,Bachelor Of Science (Hons) In Mathematics & Economics,89.8,83.1,3504,3290,3625,3400,3013,3775,Sciences
2017,NTU,College Of Sciences,Bachelor Of Science (Hons) In Physics/Applied Physics,81.6,61.8,3367,3300,3490,3300,3000,3819,Sciences
2017,NTU,Sport Science And Management,Bachelor Of Science (Hons) (Sport Science & Management),81.1,48.6,3372,3285,3486,3450,2800,4000,Sciences
2017,NTU,National Institute Of Education (Nie),Bachelor Of Arts (Hons) (Education),100,100,3489,3600,3589,3600,3500,3800,Education
2017,NTU,National Institute Of Education (Nie),Bachelor Of Science (Hons) (Education),100,100,3610,3603,3701,3701,3500,3958,Education
2017,NUS,Faculty Of Arts & Social Sciences,Bachelor Of Arts,85.8,61.9,3005,3000,3107,3000,2700,3300,Arts & Social Sciences
2017,NUS,Faculty Of Arts & Social Sciences,Bachelor Of Arts (Hons),88.2,66.7,3309,3300,3391,3360,3000,3600,Arts & Social Sciences
2017,NUS,Faculty Of Arts & Social Sciences,Bachelor Of Social Sciences,88.3,74.7,3365,3300,3443,3300,3000,3750,Arts & Social Sciences
2017,NUS,Faculty Of Dentistry,Bachelor Of Dental Surgery,100,100,4124,4050,4143,4050,4000,4400,Dentistry
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Biomedical Engineering),90.6,81.3,3215,3200,3367,3300,3000,3700,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Chemical Engineering),87.8,81.3,3550,3500,3727,3600,3300,4000,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Civil Engineering),95.5,90.9,3361,3300,3427,3300,3135,3700,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Electrical Engineering),89.4,86.5,3529,3500,3641,3600,3300,3900,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Engineering Science),76.5,64.7,3783,3600,3827,3675,3440,4200,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Environmental Engineering),86.3,71.2,3425,3100,3546,3350,3000,3800,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Industrial And Systems Engineering),93.3,89.9,3905,3725,4035,3875,3450,4200,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Materials Science And Engineering),94,86,3269,3200,3570,3388,3200,3950,Engineering
2017,NUS,Faculty Of Engineering,Bachelor Of Engineering (Mechanical Engineering),87.3,82.3,3537,3400,3657,3450,3100,4000,Engineering
2017,NUS,Faculty Of Law,Bachelor Of Laws ##,95.8,92.3,4958,5000,5121,5000,4500,5600,Law
2017,NUS,Faculty Of Science,Bachelor Of Applied Science (Hons),82.1,50,3186,3075,3187,3085,2800,3200,Sciences
2017,NUS,Faculty Of Science,Bachelor Of Science,76.9,54.5,3053,3000,3214,3082,2800,3400,Sciences
2017,NUS,Faculty Of Science,Bachelor Of Science (Hons),85.9,69.3,3340,3200,3435,3300,3000,3700,Sciences
2017,NUS,Faculty Of Science,Bachelor Of Science (Pharmacy) ##,99.1,94.5,3473,3500,3616,3600,3500,3800,Sciences
2017,NUS,Nus Business School,Bachelor Of Business Administration,94.9,87.3,3770,3400,4031,3500,3000,4333,Business
2017,NUS,Nus Business School,Bachelor Of Business Administration (Hons),98.2,93.6,4272,3725,4388,3800,3450,4782,Business
2017,NUS,Nus Business School,Bachelor Of Business Administration (Accountancy),97.2,94.4,3396,3000,3473,3025,3000,3600,Business
2017,NUS,Nus Business School,Bachelor Of Business Administration (Accountancy) (Hons),100,100,3689,3100,3744,3125,3000,4023,Business
2017,NUS,School Of Computing,Bachelor Of Computing (Computer Science),93.5,89.4,4510,4200,4628,4285,3656,5000,Computing
2017,NUS,School Of Computing,Bachelor Of Computing (Information Systems),94.5,91.8,4061,4000,4192,4000,3550,4592,Computing
2017,NUS,School Of Computing,Bachelor Of Science (Business Analytics),97.6,97.6,4114,3810,4203,4000,3500,4766,Computing
2017,NUS,School Of Design And Environment,Bachelor Of Arts (Architecture) ##,91.3,86.4,4037,4000,4079,4000,3780,4300,Design & Environment
2017,NUS,School Of Design And Environment,Bachelor Of Arts (Industrial Design),93.3,60,3034,2890,3079,2920,2600,3200,Design & Environment
2017,NUS,School Of Design And Environment,Bachelor Of Science (Project And Facilities Management),90.8,81.7,3105,3000,3162,3000,2900,3300,Design & Environment
2017,NUS,School Of Design And Environment,Bachelor Of Science (Real Estate),93.8,88.7,3090,3000,3168,3000,2800,3300,Design & Environment
2017,NUS,Yong Loo Lin School (Medicine),Bachelor Of Medicine And Bachelor Of Surgery ##,100,100,4367,4500,4882,5000,4500,5305,Medicine
2017,NUS,Yong Loo Lin School (Medicine),Bachelor Of Science (Nursing),97.4,97.4,3165,3200,3328,3400,3200,3450,Medicine
2017,NUS,Yong Loo Lin School (Medicine),Bachelor Of Science (Nursing) (Hons),91.8,89.8,3280,3300,3462,3500,3300,3650,Medicine
2017,NUS,Yst Conservatory Of Music,Bachelor Of Music,73.3,26.7,2298,2025,2500,2225,2050,2950,Music
2017,NUS,Yale-Nus College,Bachelor Of Arts With Honours,93.5,76.6,3812,3500,3956,3500,3075,4000,Liberal Arts (Yale NUS)
2017,NUS,Yale-Nus College,Bachelor Of Science With Honours,91.7,75,4362,4083,4362,4083,3600,4875,Liberal Arts (Yale NUS)
2017,NUS,Multi-Disciplinary Programme,Bachelor Of Engineering (Computer Engineering),89.4,84.7,4010,3600,4131,3900,3588,4500,Multi-Disciplinary Program
2017,NUS,Multi-Disciplinary Programme,Bachelor Of Environmental Studies,88.7,62.3,3297,3200,3419,3300,3000,3600,Multi-Disciplinary Program
2017,SMU,School Of Accountancy (4-Years Programme) *,Accountancy,98,96.6,3569,3000,3646,3000,2920,3600,Business
2017,SMU,School Of Accountancy (4-Years Programme) *,Accountancy Cum Laude And Above,97.8,97.8,4037,3200,4089,3200,3000,4645,Business
2017,SMU,School Of Business (4-Years Programme) *,Business Management,93.3,85.7,3862,3475,3995,3500,3050,4362,Business
2017,SMU,School Of Business (4-Years Programme) *,Business Management Cum Laude And Above,95.8,92,4364,3880,4504,4000,3300,5000,Business
2017,SMU,School Of Economics (4-Years Programme) *,Economics,91.3,82.6,4013,3600,4143,3700,3300,4583,Arts & Social Sciences
2017,SMU,School Of Economics (4-Years Programme) *,Economics Cum Laude And Above,93.2,90.5,4591,4000,4737,4100,3600,5113,Arts & Social Sciences
2017,SMU,School Of Information Systems (4-Years Programme) *,Information Systems Management,95.1,91.3,3922,3905,4014,4000,3550,4500,Computing
2017,SMU,School Of Information Systems (4-Years Programme) *,Information Systems Management Cum Laude And Above,96.1,94.1,4211,4334,4305,4334,4000,4750,Computing
2017,SMU,School Of Social Sciences (4-Years Programme) *,Social Sciences,91.3,78,3344,3250,3493,3300,3000,3750,Arts & Social Sciences
2017,SMU,School Of Social Sciences (4-Years Programme) *,Social Sciences Cum Laude And Above,87.9,81.8,3810,3600,3938,3630,3300,4000,Arts & Social Sciences
2017,SMU,School Of Law (4-Years Programme) *,Law ++,97.6,94,4778,4500,4941,5000,4000,5840,Law
2017,SMU,School Of Law (4-Years Programme) *,Law Cum Laude And Above,97.9,97.9,5163,5450,5287,5600,4200,6000,Law
2017,SUTD,NA,Bachelor Of Engineering (Engineering Product Development),89.9,87.3,3594,3600,3638,3600,3450,3800,Engineering
2017,SUTD,NA,Bachelor Of Engineering (Information Systems Technology And Design),100,100,4146,4000,4175,4023,3600,4900,Engineering
2017,SUTD,NA,Bachelor Of Engineering (Engineering Systems And Design),91.7,85.4,3856,3800,3956,3850,3600,4210,Engineering
